Begin Time - hh:mm:ss.ms	Begin Time - ss.msec	End Time - hh:mm:ss.ms	End Time - ss.msec	Duration - hh:mm:ss.ms	Duration - ss.msec	upper lid raiser	lid tightener	head up/down	head forward/back	head left/right	head tilt left/right	torso forward/back	torso left/right	torso up/down	torso tilt left/right	brow raise	closed eyes	brow lowerer	head nod	TORSO UP/DOWN FUNCTIONS M	TORSO FORWARD/BACK FUNCTIONS M	TORSO LEFT/RIGHT FUNCTIONS M	TORSO TILT left/right FUNCTIONS M	HEAD NOD FUNCTIONS M	HEAD UP/DOWN FUNCTIONS M	HEAD FORWARD/BACK FUNCTIONS M	HEAD LEFT/RIGHT FUNCTIONS M	HEAD TILT LEFT/RIGHT FUNCTIONS M	BROW RAISE FUNCTIONS M	BROW LOWERER FUNCTIONS M	CLOSED EYES FUNCTIONS M	UPPER LID RAISER FUNCTIONS M	LID TIGHTENER FUNCTIONS M	
00:01:07.897	67.897	00:01:09.257	69.257	00:00:01.360	1.36	b						forward	left x			d		c			COORDINATION	AGREEMENT WITH SPACE							EMPHASIS	EMPHASIS		EMPHASIS	
00:01:13.641	73.641	00:01:14.841	74.841	00:00:01.200	1.2	b																										EMPHASIS	
00:01:15.880	75.88	00:01:16.400	76.4	00:00:00.520	0.52	c					left	forward				b					LISTING							RS	CA			EMPHASIS	
00:01:17.077	77.077	00:01:17.397	77.397	00:00:00.320	0.32	c					left					b												RS	CA			EMPHASIS	
00:01:19.854	79.854	00:01:22.094	82.094	00:00:02.240	2.24	b												b												EMPHASIS		SHARED INFORMATION (NOT QUITE, BUT SHE'S MAKING SURE HE KNOWS WHAT SHE'S TALKING ABOUT...?)	
00:01:22.287	82.287	00:01:22.527	82.527	00:00:00.240	0.24	c		up				back		up						GESTURAL	NF				GESTURAL							GESTURAL	
00:01:23.019	83.019	00:01:23.619	83.619	00:00:00.600	0.6	c		down			right			up		d				GESTURAL					IP BOUNDARY			AGREEMENT WITH SPACE	EMPHASIS			EMPHASIS	
00:01:40.301	100.301	00:01:40.661	100.661	00:00:00.360	0.36	c				left					left	c							AGREEMENT WITH SPACE+CONTRAST				AGREEMENT WITH SPACE		IP BOUNDARY			BREAK	
00:01:42.339	102.339	00:01:42.579	102.579	00:00:00.240	0.24	b				right	left				left								AGREEMENT WITH SPACE+CONTRAST				COGNITIVE + PARANTHETICAL	CONTRAST				EMPHASIS	
00:01:45.879	105.879	00:01:46.599	106.599	00:00:00.720	0.72	b				left	left				left								AGREEMENT WITH SPACE+CONTRAST				AGREEMENT WITH SPACE + CONTRAST	CONTRAST				ASKING FOR CONFIRMATION	
00:01:47.506	107.506	00:01:48.026	108.026	00:00:00.520	0.52	b		down		left	left				left								AGREEMENT WITH SPACE+CONTRAST		emphasis		AGREEMENT WITH SPACE + CONTRAST	CONTRAST				ASKING FOR CONFIRMATION	
00:02:20.708	140.708	00:02:21.388	141.388	00:00:00.680	0.68	d					right																	coordination/contrast				EMPHASIS	
00:02:21.702	141.702	00:02:22.702	142.702	00:00:01.000	1.0	c					right																	coordination/contrast				EMPHASIS	
00:02:35.113	155.113	00:02:35.673	155.673	00:00:00.560	0.56	b				right	left																RS	coordination/contrast				CA	
00:02:38.113	158.113	00:02:40.993	160.993	00:00:02.880	2.88	b												c												CA		CA	
00:02:45.452	165.452	00:02:47.932	167.932	00:00:02.480	2.48	b																										EMPHASIS	
00:00:54.537	54.537	00:00:54.817	54.817	00:00:00.280	0.28		d			left			left	up					hn	EMPHASIS		AGREEMENT WITH SPACE		AFFIRMATION			AGREEMENT WITH SPACE						EMPHASIS
00:01:46.674	106.674	00:01:47.234	107.234	00:00:00.560	0.56		c			left	left				left								AGREEMENT WITH SPACE+CONTRAST				AGREEMENT WITH SPACE + CONTRAST	CONTRAST					COGNITIVE
00:01:59.182	119.182	00:01:59.582	119.582	00:00:00.400	0.4		b			left	left				left			c					COGNITIVE				AGREEMENT WITH SPACE+ COGNITIVE	coordination/contrast		NEGATION			NEGATION
00:02:32.158	152.158	00:02:32.558	152.558	00:00:00.400	0.4		c				left		left			d						AGREEMENT WITH SPACE						coordination/contrast	EMPHASIS				TOPIC
00:00:47.164	47.164	00:00:47.524	47.524	00:00:00.360	0.36			down																	BREAK								
00:00:47.556	47.556	00:00:48.436	48.436	00:00:00.880	0.88			up		left	left														NF		CONTRAST	CONTRAST					
00:00:49.466	49.466	00:00:49.826	49.826	00:00:00.360	0.36			down																	BREAK								
00:00:49.839	49.839	00:00:51.439	51.439	00:00:01.600	1.6			up																	IP BOUNDARY								
00:00:51.466	51.466	00:00:51.786	51.786	00:00:00.320	0.32			down		left	left								hn					BREAK	IGNORE		AGREEMENT WITH SPACE	AGREEMENT WITH SPACE					
00:00:51.800	51.8	00:00:53.480	53.48	00:00:01.680	1.68			up x		left															IGNORE		AGREEMENT WITH SPACE						
00:00:53.506	53.506	00:00:54.226	54.226	00:00:00.720	0.72			down		left			left	up						EMPHASIS		AGREEMENT WITH SPACE			EMPHASIS		AGREEMENT WITH SPACE						
00:00:54.251	54.251	00:00:54.531	54.531	00:00:00.280	0.28			up		left			left	up						EMPHASIS		AGREEMENT WITH SPACE			IGNORE		AGREEMENT WITH SPACE						
00:00:54.558	54.558	00:00:54.958	54.958	00:00:00.400	0.4			down		left			left	up					hn	EMPHASIS		AGREEMENT WITH SPACE		AFFIRMATION	IGNORE		AGREEMENT WITH SPACE						
00:00:54.976	54.976	00:00:55.896	55.896	00:00:00.920	0.92			up																	IGNORE								
00:00:55.917	55.917	00:00:56.397	56.397	00:00:00.480	0.48			down										c	hn					AFFIRMATION	IGNORE					EMPHASIS			
00:00:56.417	56.417	00:00:57.337	57.337	00:00:00.920	0.92			up																	IGNORE								
00:00:58.088	58.088	00:00:59.088	59.088	00:00:01.000	1.0			up																	EMPHASIS								
00:00:59.117	59.117	00:00:59.637	59.637	00:00:00.520	0.52			down		left			left	up						EMPHASIS		AGREEMENT WITH SPACE			NF		AGREEMENT WITH SPACE						
00:00:59.666	59.666	00:00:59.946	59.946	00:00:00.280	0.28			up		left			left	up						EMPHASIS		AGREEMENT WITH SPACE			EASE OF PRODUCTION		AGREEMENT WITH SPACE						
00:00:59.970	59.97	00:01:00.210	60.21	00:00:00.240	0.24			down		left			left									AGREEMENT WITH SPACE			NF		AGREEMENT WITH SPACE						
00:01:00.611	60.611	00:01:01.131	61.131	00:00:00.520	0.52			up		left															TOPIC		AGREEMENT WITH SPACE						
00:01:01.160	61.16	00:01:01.440	61.44	00:00:00.280	0.28			down		left		forward	left x								COORDINATION	AGREEMENT WITH SPACE			NF		AGREEMENT WITH SPACE						
00:01:01.781	61.781	00:01:01.941	61.941	00:00:00.160	0.16			up		left	left	forward	left x								COORDINATION	AGREEMENT WITH SPACE			TOPIC		AGREEMENT WITH SPACE	AGREEMENT WITH SPACE					
00:01:01.977	61.977	00:01:02.097	62.097	00:00:00.120	0.12			down		left	left	forward	left x								COORDINATION	AGREEMENT WITH SPACE			AGREEMENT WITH SPACE		AGREEMENT WITH SPACE	AGREEMENT WITH SPACE					
00:01:02.134	62.134	00:01:02.654	62.654	00:00:00.520	0.52			up		left	left	forward	left x								COORDINATION	AGREEMENT WITH SPACE			TOPIC		AGREEMENT WITH SPACE	AGREEMENT WITH SPACE					
00:01:02.673	62.673	00:01:03.513	63.513	00:00:00.840	0.84			down		left		forward	left x								COORDINATION	AGREEMENT WITH SPACE			COMMENT+ LISTING		AGREEMENT WITH SPACE						
00:01:03.536	63.536	00:01:04.216	64.216	00:00:00.680	0.68			up				forward	left x								COORDINATION	AGREEMENT WITH SPACE			TOPIC								
00:01:04.232	64.232	00:01:05.032	65.032	00:00:00.800	0.8			down				forward	left x								COORDINATION	AGREEMENT WITH SPACE			BREAK								
00:01:05.056	65.056	00:01:06.256	66.256	00:00:01.200	1.2			up				forward	left x								COORDINATION	AGREEMENT WITH SPACE			TOPIC								
00:01:06.272	66.272	00:01:06.592	66.592	00:00:00.320	0.32			down	forward			forward	left x			d					COORDINATION	AGREEMENT WITH SPACE			COMMENT+ LISTING	EMPHASIS			EMPHASIS				
00:01:06.607	66.607	00:01:07.047	67.047	00:00:00.440	0.44			up				forward	left x			d					COORDINATION	AGREEMENT WITH SPACE			IP BOUNDARY START				EMPHASIS				
00:01:07.058	67.058	00:01:07.338	67.338	00:00:00.280	0.28			down				forward	left x			d					COORDINATION	AGREEMENT WITH SPACE			IP BOUNDARY END				EMPHASIS				
00:01:07.362	67.362	00:01:07.642	67.642	00:00:00.280	0.28			up				forward	left x			d					COORDINATION	AGREEMENT WITH SPACE			EMPHASIS				EMPHASIS				
00:01:07.656	67.656	00:01:08.096	68.096	00:00:00.440	0.44			down				forward	left x			d					COORDINATION	AGREEMENT WITH SPACE			PARANTHETICAL				EMPHASIS				
00:01:09.342	69.342	00:01:09.822	69.822	00:00:00.480	0.48			up x	back			forward	left x			d					COORDINATION	AGREEMENT WITH SPACE			EMPHASIS	PARANTHETICAL- END????			EMPHASIS				
00:01:09.842	69.842	00:01:10.722	70.722	00:00:00.880	0.88			down					left x									AGREEMENT WITH SPACE			topic/comment								
00:01:11.615	71.615	00:01:11.975	71.975	00:00:00.360	0.36			up				forward x		up						EMPHASIS	EMPHASIS				EMPHASIS								
00:01:12.002	72.002	00:01:12.362	72.362	00:00:00.360	0.36			down																	NF								
00:01:12.638	72.638	00:01:13.998	73.998	00:00:01.360	1.36			up																	TOPIC								
00:01:14.011	74.011	00:01:14.851	74.851	00:00:00.840	0.84			down																	NF								
00:01:14.883	74.883	00:01:15.123	75.123	00:00:00.240	0.24			up			left	forward									MANNER				LISTING			RS					
00:01:15.142	75.142	00:01:15.782	75.782	00:00:00.640	0.64			down			left														IGNORE			RS					
00:01:15.782	75.782	00:01:16.182	76.182	00:00:00.400	0.4			up			left			up		b				LISTING					LISTING			RS	CA				
00:01:16.204	76.204	00:01:16.484	76.484	00:00:00.280	0.28			down			left	forward				b					LISTING				NF			RS	CA				
00:01:16.515	76.515	00:01:16.715	76.715	00:00:00.200	0.2			up			left					b									LISTING			RS	CA				
00:01:16.724	76.724	00:01:16.924	76.924	00:00:00.200	0.2			down			left	back				b					NF				NF			RS	CA				
00:01:19.205	79.205	00:01:19.765	79.765	00:00:00.560	0.56			down										b							AGREEMENT WITH SPACE					EMPHASIS			
00:01:19.784	79.784	00:01:20.184	80.184	00:00:00.400	0.4			up										b							TOPIC					EMPHASIS			
00:01:22.148	82.148	00:01:22.548	82.548	00:00:00.400	0.4			up				back		up						GESTURAL	NF				GESTURAL								
